src,dst,weight,relationship
7103460241402629725,-2257564019754091948,1,retweet
7104281469577816840,-2257564019754091948,1,retweet
7104697356257021471,-2257564019754091948,1,retweet
7105026570429727140,-2257564019754091948,1,retweet
7106664143100433484,-2257564019754091948,1,retweet
7111396710083172430,-2257564019754091948,1,retweet
7111396710083172430,5032436788593911192,1,retweet
7111396710083172430,8426519207459989192,1,retweet
7121079935719618576,-2257564019754091948,2,retweet
7121415893699230492,-2257564019754091948,1,retweet
7123331179171133598,-6075757619735629627,1,retweet
7123331179171133598,-2982067767927261655,1,retweet
7123331179171133598,2237517430470576892,1,retweet
7124461903609492733,-2257564019754091948,1,retweet
7126135712217243403,-2257564019754091948,1,retweet
7130485413514942541,-2257564019754091948,1,retweet
7131016249961512956,2557814562174211001,1,retweet
7131016249961512956,4411392499617321551,2,retweet
7134887015974841955,-2257564019754091948,1,retweet
7135213267594767816,-2257564019754091948,2,retweet
7144907782883055708,-2257564019754091948,1,retweet
7150194096429229827,-2257564019754091948,1,retweet
7154626666160383545,3820716605971293149,1,retweet
7155856094611720801,-8317823333907524027,1,retweet
7159698087313429220,-2257564019754091948,1,retweet
7159871012399808045,-2257564019754091948,1,retweet
7160875335033283546,-2021076118036679632,1,retweet
7167104917243932369,-2257564019754091948,1,retweet
7167709554233504233,7188790250639780119,2,retweet
7167892578598093386,8974957648180487942,1,retweet
7173980276017467560,-2257564019754091948,1,retweet
7174154419397121036,-2257564019754091948,1,retweet
7174482072078544766,-2257564019754091948,1,retweet
7174897916076955366,-7240812494069199305,1,retweet
7174897916076955366,2544547491663776555,1,retweet
7174897916076955366,6758822275292773467,1,retweet
7185329826308951013,-2257564019754091948,2,retweet
7185816379890772089,-2257564019754091948,1,retweet
7187722651876618143,-2257564019754091948,2,retweet
7192886168707646161,-2257564019754091948,1,retweet
7194493729088809276,-2257564019754091948,3,retweet
7195872877449812154,-2257564019754091948,1,retweet
7197553479322481731,-2257564019754091948,1,retweet
7200481576041079510,-6822708867022280070,1,retweet
7206423230086401324,2459607316744887704,1,retweet
7206495181306666624,-2257564019754091948,1,retweet
7214357871486146644,-2257564019754091948,1,retweet
7221612071542675281,-5303690323408622181,1,retweet
7223892462628700895,-2257564019754091948,1,retweet
7228531238198680526,-6282775186586577582,1,retweet
7228531238198680526,-4092999638124275223,1,retweet
7228531238198680526,-3667887630821399581,1,retweet
7228531238198680526,-3319410297381694631,2,retweet
7228531238198680526,-370826824471451962,1,retweet
7228531238198680526,8833468823376675169,1,retweet
7230423840785144941,-2257564019754091948,1,retweet
7231175017131348262,-4885789378928228257,1,retweet
7232622822382685043,-2257564019754091948,1,retweet
7235639547158359890,-2257564019754091948,1,retweet
7236677154421986060,-2257564019754091948,1,retweet
7239001578687424935,-3893447978706136622,1,retweet
7239001578687424935,1178760646424299457,1,retweet
7239566343749628787,6374160340519068821,1,retweet
7240435149357194550,-2257564019754091948,2,retweet
7241309439496470494,-2257564019754091948,1,retweet
7241806223729653252,-2257564019754091948,1,retweet
7243428059467928892,-2257564019754091948,1,retweet
7243978708995664937,-2257564019754091948,1,retweet
7244271762956387634,-2257564019754091948,1,retweet
7244271762956387634,7923392708686430992,1,retweet
7246397793247584819,-2257564019754091948,1,retweet
7249395739240947184,-2257564019754091948,1,retweet
7252832059604835794,-2257564019754091948,2,retweet
7252880622183725883,-8632548671066723351,1,retweet
7252880622183725883,-8126521744162410201,1,retweet
7252880622183725883,-4227585702229523649,1,retweet
7252880622183725883,8259071636138100283,1,retweet
7254365561491547409,-7959941081558144431,1,retweet
7254365561491547409,-3648852270815582727,1,retweet
7257711730350427646,-2257564019754091948,3,retweet
7257711730350427646,7053562823447766612,1,retweet
7262331305107672291,-2257564019754091948,1,retweet
7270330672956446216,-2257564019754091948,1,retweet
7273900070827051759,-2257564019754091948,1,retweet
7275642627868051055,-2257564019754091948,1,retweet
7276943331286873144,-2257564019754091948,1,retweet
7284450388589211805,-2257564019754091948,1,retweet
7284801648924289230,-2257564019754091948,1,retweet
7286524916367738126,-2257564019754091948,1,retweet
7288152399453724486,-2257564019754091948,1,retweet
7291180548954300502,-2257564019754091948,1,retweet
7293610002896461738,-2257564019754091948,1,retweet
7295711707155483540,-2257564019754091948,1,retweet
7297461054592491814,-2257564019754091948,1,retweet
7297805405087657487,4232105037572094081,1,retweet
7301879192800015045,-2257564019754091948,1,retweet
7302142006759981851,-2257564019754091948,1,retweet
7309314303999473172,-2257564019754091948,1,retweet
7310364553656366340,-2257564019754091948,1,retweet
7321261634168429995,-2257564019754091948,1,retweet
7326001350058549530,2978737471048032166,1,retweet
7326001350058549530,6258264962597018880,1,retweet
7326627818403650588,-2257564019754091948,1,retweet
7331435124612831637,-2257564019754091948,1,retweet
7352251462473733109,-2257564019754091948,2,retweet
7353240648596848500,3009978350357458139,1,retweet
7353240648596848500,5075176449462362417,4,retweet
7354491923704900925,-2257564019754091948,2,retweet
7355702225100877060,-2257564019754091948,2,retweet
7356098330199014846,-2257564019754091948,2,retweet
7357493723830154291,-2257564019754091948,1,retweet
7359971753571870650,-2257564019754091948,1,retweet
7360074355354187255,5857404334988797684,1,retweet
7365268598824314555,-2073311185898958258,1,retweet
7371849119571657163,-7344534302487981799,1,retweet
7373285143840445133,-2257564019754091948,1,retweet
7380124290750100880,3353292787283893025,1,retweet
7380469966489631933,-320218168030506557,1,retweet
7380811568763197699,8581400275818805323,1,retweet
7382509876609469222,-2257564019754091948,2,retweet
7382840973876108132,-7102577601665935603,1,retweet
7382840973876108132,1367076314322760044,1,retweet
7383047190545271740,-2257564019754091948,1,retweet
7385215847021174255,-2257564019754091948,2,retweet
7386950836509147146,7096024693496976413,1,retweet
7387893579378570142,-8144021862535169768,1,retweet
7388214575086707478,-2257564019754091948,3,retweet
7389730013160270287,-4294304317686133831,1,retweet
7389860685613700633,-2257564019754091948,1,retweet
7390247826606346834,-2257564019754091948,2,retweet
7390835479064490930,-2257564019754091948,1,retweet
7391170433843357066,-2257564019754091948,1,retweet
7395200899537884334,-2257564019754091948,2,retweet
7396557223860600286,-1590731633734132652,1,retweet
7396820034833513642,-1468501590030097657,1,retweet
7402018700192600026,-2257564019754091948,2,retweet
7402018700192600026,1794048674713052224,1,retweet
7409970118892484751,2720400429179662472,1,retweet
7409970118892484751,7476103518009961629,1,retweet
7410054688273188780,-2257564019754091948,1,retweet
7410133748452398058,-2257564019754091948,1,retweet
7412011473818123045,-2257564019754091948,1,retweet
7412477448529503935,-2257564019754091948,1,retweet
7416111313420623702,-2257564019754091948,2,retweet
7421478365760330903,-2257564019754091948,1,retweet
7423081632002546294,-2257564019754091948,1,retweet
7433432468763976347,-2257564019754091948,1,retweet
7434112671353247998,-6742440201445102015,1,retweet
7434112671353247998,5641262286623320371,1,retweet
7434112671353247998,5809827647325274097,1,retweet
7437520523264790653,-2257564019754091948,2,retweet
7440459093308862375,-2257564019754091948,2,retweet
7441968502433754527,-2257564019754091948,4,retweet
7442319186102068266,-2257564019754091948,2,retweet
7442319186102068266,6800130280940002439,1,retweet
7447218274742222478,-3943491415761837197,1,retweet
7447677984696205780,-2257564019754091948,1,retweet
7451511608533015751,-2257564019754091948,1,retweet
7455280780686526298,-2257564019754091948,1,retweet
7456730454064933813,-2257564019754091948,5,retweet
7456730454064933813,399206675914386048,1,retweet
7460074755826516416,-2257564019754091948,1,retweet
7461710757909443526,-2257564019754091948,1,retweet
7463189803220024460,-2257564019754091948,1,retweet
7464373467389066137,-2257564019754091948,2,retweet
7464910589186844756,-2257564019754091948,1,retweet
7466479981671648289,-2257564019754091948,3,retweet
7470564746045518653,-2257564019754091948,1,retweet
7472722728516295506,-2257564019754091948,1,retweet
7491329602912394936,-2257564019754091948,2,retweet
7495700964307977077,-2257564019754091948,1,retweet
7495700964307977077,2826529332365473542,1,retweet
7503122233103407410,-2257564019754091948,1,retweet
7505845381144316495,-2257564019754091948,1,retweet
7507597568744537439,-2257564019754091948,2,retweet
7517916315122169186,-2257564019754091948,1,retweet
7520618862597556939,-2257564019754091948,1,retweet
7520628145175338123,6412985907079102611,1,retweet
7520707503923392610,-2257564019754091948,1,retweet
7521045512257337826,3450177320291762522,1,retweet
7522963084610000511,-8266603174341792932,1,retweet
7522963084610000511,3493828111411090043,1,retweet
7522963084610000511,6214785799260737794,1,retweet
7522963084610000511,7581238749793199521,1,retweet
7524529542433933247,-2257564019754091948,1,retweet
7524748297269284528,-2257564019754091948,1,retweet
7528191291061760640,-2257564019754091948,1,retweet
7530802201097154353,-4782460056847246342,1,retweet
7533757308575242686,-2257564019754091948,1,retweet
7538646724599516855,-2257564019754091948,3,retweet
7540065355821318163,-2257564019754091948,7,retweet
7544326081476727098,-2257564019754091948,1,retweet
7550706689638622746,-2257564019754091948,1,retweet
7554673761874721170,-2257564019754091948,2,retweet
7554829123481953100,-2257564019754091948,1,retweet
7555577809249649856,-2257564019754091948,2,retweet
7557748264877712603,-2257564019754091948,1,retweet
7558670025268717436,-2257564019754091948,1,retweet
7560423922829585480,-2257564019754091948,1,retweet
7566952092578472135,-2257564019754091948,1,retweet
7568501987419069873,-2257564019754091948,1,retweet
7573292952587116331,-2257564019754091948,2,retweet
7574725976041753133,-5693036384694072737,1,retweet
7574725976041753133,8328669543783442932,1,retweet
7576074902769160605,-2257564019754091948,1,retweet
7583477870315304402,-2257564019754091948,1,retweet
7583679109117803113,-2257564019754091948,1,retweet
7584467701089761971,-2257564019754091948,1,retweet
7588630840044338163,-2257564019754091948,1,retweet
7589706711068907641,8648745360402090287,1,retweet
7590657676017540548,5395543544253680111,1,retweet
7594261581567519116,-2257564019754091948,1,retweet
7594663092155937540,-2257564019754091948,1,retweet
7597980559184257264,-1668223418523456838,1,retweet
7597980559184257264,930702963497149895,1,retweet
7600800349801949979,-2257564019754091948,1,retweet
7606402569432431091,-2257564019754091948,1,retweet
7609824359296982018,-2257564019754091948,1,retweet
7613051254898799152,-2257564019754091948,1,retweet
7617613677506034207,-2257564019754091948,1,retweet
7617896103283318209,-2257564019754091948,1,retweet
7620000615958098836,-2257564019754091948,1,retweet
7621708043003076716,6820708357048506893,1,retweet
7623767801729086468,-2257564019754091948,1,retweet
7626475657102260118,-5532920263416504553,1,retweet
7626475657102260118,-1283195732224907982,1,retweet
7626475657102260118,8440507090588757018,1,retweet
7630247710967924697,-2257564019754091948,1,retweet
7639326743726497913,-2832951490476609613,1,retweet
7639326743726497913,-123362146317440540,1,retweet
7639326743726497913,5251909552930587773,1,retweet
7642745186758091945,-2257564019754091948,1,retweet
7644767452784152433,-2257564019754091948,1,retweet
7646802198427323898,-2257564019754091948,7,retweet
7649011744025541635,81803797650263296,1,retweet
7649011744025541635,6169749583560665149,1,retweet
7650367663062423819,9112739197797229901,2,retweet
7657111600793257634,-2257564019754091948,6,retweet
7658810520338415335,6106541864681647437,1,retweet
7661885125140972856,-2257564019754091948,1,retweet
7671127713947099574,-2257564019754091948,1,retweet
7673809778208742923,-2257564019754091948,1,retweet
7676103026578617432,-2257564019754091948,1,retweet
7676103026578617432,1655387384490834150,1,retweet
7676103026578617432,4956455905563689904,1,retweet
7678596311868432963,-2257564019754091948,1,retweet
7679825058462210096,-2257564019754091948,2,retweet
7684490225079790088,-2257564019754091948,1,retweet
7685294466310873113,-6048387194559065676,1,retweet
7685294466310873113,-3656520898001792006,1,retweet
7685294466310873113,-2257564019754091948,1,retweet
7685294466310873113,719864649120237183,1,retweet
7688316257447512072,5294750209001678216,1,retweet
7688989002393543782,-2257564019754091948,1,retweet
7695439740757949275,-2257564019754091948,1,retweet
7698670336479146448,5858294114438436633,1,retweet
7707097639068800874,-2257564019754091948,1,retweet
7707253241270354821,9169261971162217030,1,retweet
7708683638201564260,-2257564019754091948,2,retweet
7714570784112195793,-2257564019754091948,1,retweet
7714638471666272211,-2257564019754091948,1,retweet
7723621909486009309,-2257564019754091948,1,retweet
7723621909486009309,-681886929133170453,1,retweet
7726773865862038419,-2257564019754091948,1,retweet
7729470834263343091,-2257564019754091948,1,retweet
7737606227914932694,-2257564019754091948,1,retweet
7737625535445264830,-2257564019754091948,1,retweet
7737693807814732970,-2257564019754091948,1,retweet
7738378764024157554,-2257564019754091948,2,retweet
7740689651324479432,-2257564019754091948,1,retweet
7741511881702257271,-2130568530711656577,1,retweet
7745019221773672176,-2257564019754091948,1,retweet
7748081681170173295,-2257564019754091948,1,retweet
7755739883898784579,-2257564019754091948,1,retweet
7757703092552589411,-2257564019754091948,1,retweet
7757703092552589411,1614098039701956320,1,retweet
7760652012901272496,-2257564019754091948,1,retweet
7761236362437098800,-2257564019754091948,1,retweet
7764824887250906943,-2257564019754091948,2,retweet
7765747265771628377,-2257564019754091948,1,retweet
7768301181013573669,-3441923565120489370,1,retweet
7768301181013573669,-2257564019754091948,2,retweet
7770513544085601257,-2257564019754091948,1,retweet
7778483851108586907,-3665482121548435467,1,retweet
7778483851108586907,-2257564019754091948,1,retweet
7781391715183383073,-2257564019754091948,1,retweet
7783282583396236862,-2257564019754091948,1,retweet
7784995270170631197,-2257564019754091948,1,retweet
7788212102143068176,-2257564019754091948,1,retweet
7789924740360604242,-2257564019754091948,2,retweet
7792968772038516771,-2257564019754091948,1,retweet
7795705757970823574,-2257564019754091948,5,retweet
7797093859739033812,-2257564019754091948,1,retweet
7805641180214528101,-2257564019754091948,1,retweet
7816064535169264237,-2257564019754091948,1,retweet
7819023636653182022,-2257564019754091948,1,retweet
7823858588630081528,-2257564019754091948,1,retweet
7824771585479887155,-2257564019754091948,1,retweet
7824915775153302730,7080437062171951510,1,retweet
7825795336938498200,-2257564019754091948,1,retweet
7828603077663557653,-2257564019754091948,2,retweet
7829597258912163783,-2257564019754091948,2,retweet
7831183516388334283,-2257564019754091948,3,retweet
7831564276532174722,-2257564019754091948,1,retweet
7832458210732401488,-2257564019754091948,1,retweet
7834495020844859733,-2257564019754091948,3,retweet
7834808542749159640,3345893001174073257,1,retweet
7837526392441694524,-2257564019754091948,1,retweet
7841499571909442395,-2257564019754091948,2,retweet
7841718140343041130,-2257564019754091948,1,retweet
7844718111889199133,-2257564019754091948,1,retweet
7846238432813437901,-2257564019754091948,3,retweet
7846335302871170612,-2257564019754091948,1,retweet
7846860489100213690,-2257564019754091948,1,retweet
7849846310292923753,-8249529197603164457,1,retweet
7850483565382902962,-2257564019754091948,1,retweet
7855102985237334248,-2257564019754091948,3,retweet
7855235937702381946,-2257564019754091948,1,retweet
7856613789006337283,-6053826936948806835,1,retweet
7856613789006337283,-1495552615987178827,1,retweet
7856613789006337283,2498931286855484943,1,retweet
7856613789006337283,7325879723923026531,1,retweet
7863019423761938276,-3757841572635879434,1,retweet
7872402115139350231,-2257564019754091948,1,retweet
7874150643336982965,-2257564019754091948,2,retweet
7874390024828685292,-3980390675293550091,1,retweet
7874390024828685292,2978737471048032166,11,retweet
7874390024828685292,7090499239385152503,1,retweet
7874390024828685292,7093917920720893105,1,retweet
7874390024828685292,7811886819323915550,1,retweet
7877377238501342816,-2257564019754091948,1,retweet
7879769139382133438,-2257564019754091948,1,retweet
7882931113051399293,-2257564019754091948,3,retweet
7884563021815946423,-6473235563666471401,2,retweet
7888585683857072056,-2257564019754091948,1,retweet
7889316080086816086,-2257564019754091948,2,retweet
7889407762609517888,-2257564019754091948,1,retweet
7892072724930775521,-2257564019754091948,1,retweet
7893517217035564791,-6457323587608759822,1,retweet
7894463783623039805,6447223620401275256,1,retweet
7896334394716415777,-2257564019754091948,1,retweet
7898751892406601472,-2257564019754091948,1,retweet
7906384074559226165,-2257564019754091948,1,retweet
7907736748307039102,-2257564019754091948,2,retweet
7908142829436184365,3262780188330459981,1,retweet
7908840262541202416,-2257564019754091948,1,retweet
7910955347258744710,-2600114255198246594,1,retweet
7910955347258744710,-2257564019754091948,4,retweet
7913820703330440665,-2257564019754091948,1,retweet
7918437862998571133,-2257564019754091948,1,retweet
7918894818205982807,-2257564019754091948,3,retweet
7920739351437927630,-2257564019754091948,1,retweet
7922795343956988646,-2257564019754091948,1,retweet
7924763711183528306,3027622894212599579,1,retweet
7924763711183528306,8868524957729730916,1,retweet
7927391989181060830,2978737471048032166,1,retweet
7928134993713954921,-2257564019754091948,1,retweet
7931344820940372146,-2257564019754091948,1,retweet
7931720462760320505,4627336173814666847,1,retweet
7932427519177803628,-2257564019754091948,2,retweet
7932427519177803628,5251909552930587773,1,retweet
7933482087163519704,-6175135090414437670,1,retweet
7933482087163519704,5436395212001444577,1,retweet
7934668517244372814,-2257564019754091948,2,retweet
7940507487361194807,-2257564019754091948,1,retweet
7943476809472050859,-2257564019754091948,2,retweet
7951871009403325839,-2257564019754091948,1,retweet
7952421511361296765,-2257564019754091948,1,retweet
7957500207551833446,-2257564019754091948,1,retweet
7959749688760587483,-2257564019754091948,1,retweet
7961625132956955904,5641262286623320371,1,retweet
7966895041412298724,-2257564019754091948,1,retweet
7967627154981981941,-2257564019754091948,4,retweet
7967627154981981941,4702777206983849925,1,retweet
7967765743495218135,-2257564019754091948,1,retweet
7967850733054766697,-2257564019754091948,1,retweet
7985054254480020250,-2257564019754091948,1,retweet
7986020019225843437,629183348102621954,1,retweet
7986020019225843437,3860906207295495283,1,retweet
7986128578721284543,2310333673904148610,1,retweet
7994047451996043018,-2257564019754091948,2,retweet
7995020586064586566,-2257564019754091948,2,retweet
7999442265686588572,-2257564019754091948,1,retweet
7999895244221669537,-2257564019754091948,3,retweet
8004156339123686344,-2257564019754091948,2,retweet
8005655390772486495,-2257564019754091948,1,retweet
8007005446707750972,-2257564019754091948,2,retweet
8009405486646539738,-2257564019754091948,1,retweet
8025317174525181891,-8308137459737168131,1,retweet
8028753693291659988,-2257564019754091948,1,retweet
8031824896972458711,-8001502532312692645,1,retweet
8031824896972458711,2459607316744887704,1,retweet
8031824896972458711,6858066492153963482,1,retweet
8032729211237044088,-2257564019754091948,2,retweet
8032997406476793017,2376942640780145294,1,retweet
8043738274628172520,-4782460056847246342,1,retweet
8045022289567355581,-2257564019754091948,1,retweet
8045676624842803105,-2257564019754091948,1,retweet
8046859143579552253,-2257564019754091948,3,retweet
8049050032303793361,-2257564019754091948,1,retweet
8057071062237588658,-2257564019754091948,1,retweet
8060915039546436920,5352263226659633816,1,retweet
8068362706787298906,-369112146154509983,1,retweet
8073184849744166794,-926090992805403622,1,retweet
8074075941631089571,-2257564019754091948,3,retweet
8078534453998241919,-2257564019754091948,1,retweet
8082162149310157274,2978737471048032166,1,retweet
8083017524483045712,-2257564019754091948,1,retweet
8083368644153313572,-2257564019754091948,2,retweet
8083718943069561666,-2257564019754091948,1,retweet
8085189591289386786,-2257564019754091948,2,retweet
8086477230116706815,-5560051611273032891,1,retweet
8090275124149259494,-2257564019754091948,1,retweet
8094690186156976595,-2257564019754091948,1,retweet
8102754824707768324,-2257564019754091948,1,retweet
8113764455297681596,-2257564019754091948,1,retweet
8119203765253735155,-2257564019754091948,1,retweet
8119771557734784035,-2257564019754091948,1,retweet
8127272927174749031,-2257564019754091948,1,retweet
8127272927174749031,2978737471048032166,2,retweet
8129235467118076686,-7062855360049298256,1,retweet
8133133271618289899,-2257564019754091948,1,retweet
8133585221560575437,-2257564019754091948,2,retweet
8134968225382516743,-2257564019754091948,1,retweet
8151532208674376880,6280049032183916144,1,retweet
8152171496368387101,-2257564019754091948,1,retweet
8152709409168000356,-2257564019754091948,1,retweet
8158135819651175333,-2257564019754091948,1,retweet
8158358723021569660,-8564257864348336747,1,retweet
8158358723021569660,-5876825662412682823,1,retweet
8158887638412396481,-2257564019754091948,1,retweet
8160731098346157876,-2257564019754091948,1,retweet
8171198342778394653,-2257564019754091948,1,retweet
8182457644483552244,-2257564019754091948,1,retweet
8182457644483552244,-1741118637701315395,1,retweet
8183647303539174619,5641262286623320371,1,retweet
8186192630354427238,-2257564019754091948,1,retweet
8187725271113608694,-2257564019754091948,2,retweet
8189224678860968805,-2257564019754091948,1,retweet
8192870557014999135,-2257564019754091948,1,retweet
8193696651700798516,-5337602157996412216,1,retweet
8193696651700798516,-1948611028069885264,1,retweet
8193696651700798516,5793384226584441201,1,retweet
8193696651700798516,7699477416138328789,1,retweet
8193696651700798516,8004472222805755067,1,retweet
8193696651700798516,8973564026299439250,1,retweet
8195108256783523401,-4782460056847246342,1,retweet
8195346011674534995,-2257564019754091948,1,retweet
8195842643952838217,-2257564019754091948,2,retweet
8195901869803285921,-2257564019754091948,1,retweet
8197864247560253917,-2257564019754091948,1,retweet
8200578348006596744,-2257564019754091948,1,retweet
8204671509166201448,-2257564019754091948,1,retweet
8209918207424723760,4269898233717020934,1,retweet
8209918207424723760,5430072634105078094,1,retweet
8213901836344281914,-2257564019754091948,1,retweet
8214395697232114276,-2257564019754091948,1,retweet
8216511304587285394,-2257564019754091948,1,retweet
8219069879538773695,-2257564019754091948,1,retweet
8220154168956574713,-2257564019754091948,1,retweet
8225358982548632791,-2257564019754091948,1,retweet
8228330629630175387,1367076314322760044,1,retweet
8228330629630175387,7632878518226578194,1,retweet
8233907506257904308,-2257564019754091948,1,retweet
8234164932185066982,-2257564019754091948,2,retweet
8235765643086592658,-2257564019754091948,1,retweet
8238515223132854436,1880763927571761183,1,retweet
8242584182006928993,6663886352014672376,1,retweet
8245458737058765276,-2257564019754091948,1,retweet
8245458737058765276,411273641623937369,1,retweet
8245458737058765276,4856363281054105602,1,retweet
8247977669208935384,-2257564019754091948,1,retweet
8252772521342626557,-2257564019754091948,1,retweet
8253558073331797173,-2257564019754091948,1,retweet
8257504916105924694,-8747470558050716698,1,retweet
8258546382615834492,-2257564019754091948,2,retweet
8261986040331627656,-2257564019754091948,1,retweet
8262704599672275573,-2257564019754091948,1,retweet
8269118371285012780,-2257564019754091948,1,retweet
8269804047586827371,-2257564019754091948,1,retweet
8272512722289229185,-2257564019754091948,1,retweet
8276896499383576171,-9060650499344254578,1,retweet
8279045770668614875,4051065134037318957,1,retweet
8280738256893504583,-2257564019754091948,4,retweet
8286322751731368494,-7289036489858994226,1,retweet
8286322751731368494,8788709873952251382,1,retweet
8287422250699995815,-2718732583986449107,1,retweet
8292735981076339438,-9063876041678837072,1,retweet
8293776147401079337,-8014782105258964391,1,retweet
8294275789945864249,-2257564019754091948,4,retweet
8295704846334513876,-2257564019754091948,1,retweet
8300162904217462111,-2257564019754091948,1,retweet
8300842641712375463,-2257564019754091948,3,retweet
8303397838594837884,-2257564019754091948,2,retweet
8303985666811655291,-7959941081558144431,1,retweet
8304794902255238305,-6742440201445102015,1,retweet
8304904463629845109,339106378749921720,1,retweet
8305692457188848815,-4744439266404602216,1,retweet
8305692457188848815,-2257564019754091948,1,retweet
8306662221775647316,-8697003137732090297,1,retweet
8306662221775647316,-8224975306877793171,1,retweet
8306662221775647316,-2257564019754091948,1,retweet
8309826862027869305,-2257564019754091948,1,retweet
8313366908148586357,-2257564019754091948,1,retweet
8317681515554794146,-2257564019754091948,2,retweet
8322200893533444473,-2257564019754091948,1,retweet
8323509421587789657,-2257564019754091948,1,retweet
8324202992775248265,-2257564019754091948,2,retweet
8324877341972567283,-2257564019754091948,1,retweet
8326095553479760597,-2257564019754091948,5,retweet
8327777602619418933,2703774826637607266,1,retweet
8333964745246224716,-2257564019754091948,1,retweet
8335763084369180722,-2257564019754091948,2,retweet
8336353305138943687,-2257564019754091948,1,retweet
8346727677406138714,-2257564019754091948,4,retweet
8346983761477518385,-539892667058431340,1,retweet
8357470284543038666,-2257564019754091948,1,retweet
8359981370849607152,-3394704031050506167,1,retweet
8362843517454166849,-2257564019754091948,1,retweet
8363566002532909428,-2257564019754091948,1,retweet
8369906472219252088,-2257564019754091948,2,retweet
8370984676073936294,-2257564019754091948,1,retweet
8373500227349678193,-2257564019754091948,1,retweet
8379739165671718955,-2257564019754091948,2,retweet
8382233427634048880,4232105037572094081,1,retweet
8382326631560702867,-2257564019754091948,2,retweet
8385371144461543382,-2257564019754091948,1,retweet
8388331703387197247,-327360967094978577,2,retweet
8389408272892283942,1079302666500836055,1,retweet
8393433083378160705,-2257564019754091948,2,retweet
8394294149466166811,-639900264917693452,1,retweet
8394654028046806347,-2257564019754091948,2,retweet
8396153919478574637,-2063317880844892367,1,retweet
8399689489717774926,1934988910693799246,1,retweet
8402989765755954166,-2257564019754091948,1,retweet
8411880690223003179,-2257564019754091948,1,retweet
8415628432423965997,-2257564019754091948,1,retweet
8416152201468596080,-7251010258314600907,1,retweet
8434851711253278180,-2257564019754091948,1,retweet
8439707975249374556,-2257564019754091948,1,retweet
8441167681192249029,-2257564019754091948,1,retweet
8441707505127366836,-2257564019754091948,3,retweet
8443202175310436660,6517662525909180535,1,retweet
8449877514630187787,-2257564019754091948,1,retweet
8455247338074998800,-2257564019754091948,1,retweet
8456773163332168016,-2257564019754091948,1,retweet
8456969730675814207,-2257564019754091948,2,retweet
8464823744786895744,-4375727323011604950,1,retweet
8466147364745615369,-2257564019754091948,1,retweet
8468896633674841656,-2257564019754091948,2,retweet
8469161375627089097,-4884572812450369081,1,retweet
8469161375627089097,-2257564019754091948,2,retweet
8469161375627089097,-202912882594988277,1,retweet
8469623300701292342,-2257564019754091948,1,retweet
8470044946770790463,-2257564019754091948,1,retweet
8470044946770790463,4811781309985254097,1,retweet
8470533201083412404,-2958214289030621999,1,retweet
8470533201083412404,6686084742967742105,1,retweet
8476286443655946970,-2257564019754091948,4,retweet
8479470961472199988,-4782460056847246342,1,retweet
8479470961472199988,-2257564019754091948,1,retweet
8480900173341569357,-2257564019754091948,1,retweet
8481310147235497562,1330536147723359291,1,retweet
8485424087473410623,-2257564019754091948,1,retweet
8485695445915530232,8627472440220204322,1,retweet
8487800681159735587,-2257564019754091948,2,retweet
8489251357421304779,-2257564019754091948,5,retweet
8494297237597996754,-2257564019754091948,1,retweet
8494589716345966876,7131700861307816699,1,retweet
8500189675885881985,-2257564019754091948,2,retweet
8501513497002582742,-2257564019754091948,1,retweet
8503856998610121350,4797754392093979378,1,retweet
8505542972023110415,-2257564019754091948,1,retweet
8506415058608444142,-2257564019754091948,1,retweet
8506637667020130387,-2642816577508644960,1,retweet
8506650625563422088,-2257564019754091948,1,retweet
8509347625518091889,-2257564019754091948,1,retweet
8516314371415917074,-2481817299252689242,1,retweet
8516314371415917074,-2257564019754091948,1,retweet
8518306303094833009,5951802403892204199,1,retweet
8518690041076401782,-2257564019754091948,1,retweet
8521763666391817676,-2257564019754091948,1,retweet
8523328087683676774,-2257564019754091948,1,retweet
8523914302052546073,-2257564019754091948,3,retweet
8527770727120088898,5682013123853294391,1,retweet
8531077537061680243,-2257564019754091948,1,retweet
8532385366008964273,-2257564019754091948,1,retweet
8535161492873066652,-7402738726043385498,1,retweet
8535161492873066652,-2257564019754091948,2,retweet
8536900307315334893,-2257564019754091948,1,retweet
8538665599850417082,-2257564019754091948,1,retweet
8541846857036153067,-2257564019754091948,1,retweet
8551184946239144726,-2257564019754091948,1,retweet
8551567446962671764,-2257564019754091948,1,retweet
8556886662644070903,-2257564019754091948,2,retweet
8557126538638203537,-2257564019754091948,1,retweet
8558069033702620968,-2257564019754091948,2,retweet
8568685348422631323,-2257564019754091948,1,retweet
8570662719861548932,-2257564019754091948,1,retweet
8571738955847332338,-2257564019754091948,1,retweet
8571913322315186580,-2257564019754091948,1,retweet
8578298271327342574,-2257564019754091948,1,retweet
8579091888706476859,-2257564019754091948,1,retweet
8580877901150101822,-2257564019754091948,1,retweet
8586548399625403302,-2257564019754091948,2,retweet
8588254174647790550,-2257564019754091948,1,retweet
8588515865960895609,-2257564019754091948,1,retweet
8588713749204163082,-2257564019754091948,1,retweet
8589204817902019323,-2257564019754091948,1,retweet
8589638871637019265,-2257564019754091948,1,retweet
8596116795041636112,-2257564019754091948,1,retweet
8602881380477464233,-2257564019754091948,1,retweet
8607120808419703875,-2257564019754091948,1,retweet
